0.0386	0.0213
0.0385	0.07011
0.0393	0.0733
0.0330	0.11911
0.0333	0.1206
0.0315	0.1206
0.0265	0.1389
0.0141	0.1596
0.0137	0.1609
0.0129	0.1627
0.0107	0.1633
0.0064	0.16811
0.0058	0.168?
0.0069	0.1691
0.0047	0.1709
-0.0076	0.1775
-0.0082	0.1780
-0.0084	0.1777
-0.0118	0.1798
-0.0126	0.180?
-0.0127	0.1806
-0.0216	0.1805
-0.0218	0.1813
-0.0233	0.1803
-0.0266	0.1800
-0.0249	0.1806
-0.0260	0.1804
-0.0347	0.1780
-0.0340	0.1774
-0.0430	0.1703
-0.0518	0.1617
-0.0603	0.1442
-0.0690	0.1010
