0.0549	-0.1552
0.0711	-0.1536
0.0707	-0.1437
0.0731	-0.1199
0.0749	-0.1220
0.0790	-0.1180
0.0731	-0.1169
0.0835	-0.0883
0.0797	-0.0763
0.0784	-0.0635
0.0659	-0.0346
0.0641	-0.0338
0.0711	-0.0309
0.0692	-0.0167
0.0678	-0.0144
0.0620	-0.0058
-0.0017	0.0358
-0.0257	0.0291
-0.0305	0.0243
-0.0390	0.0378
-0.0620	-0.0453
-0.0523	-0.048
-0.0892	-0.1080
-0.0345	-0.1180
-0.0134	-0.1380
0.0239	-0.1678
